median_delta,observed_delta
0.08247897301562443,0.3040571572285428
0.021654998138302683,0.3040571572285428
-0.08110628320412244,0.3040571572285428
0.0840260567361523,0.3040571572285428
0.1097883212799814,0.3040571572285428
-0.07887196035145208,0.3040571572285428
-0.06150037287023625,0.3040571572285428
0.09454124962026919,0.3040571572285428
0.07650356317344095,0.3040571572285428
-0.05190133966220058,0.3040571572285428
-0.0783032055473237,0.3040571572285428
0.06118830376138165,0.3040571572285428
-0.11860595423495054,0.3040571572285428
0.08861903292091178,0.3040571572285428
-0.0787729499570616,0.3040571572285428
0.051451423980473865,0.3040571572285428
0.028743140640388232,0.3040571572285428
0.09508148103898303,0.3040571572285428
0.0866914591680763,0.3040571572285428
-0.09864834018731686,0.3040571572285428
-0.07386326695055132,0.3040571572285428
0.09204769628382625,0.3040571572285428
0.11622143201334088,0.3040571572285428
-0.0840260567361523,0.3040571572285428
0.12477562310597151,0.3040571572285428
0.08214213608030621,0.3040571572285428
-0.07257484850850468,0.3040571572285428
-0.07728475198911411,0.3040571572285428
0.030807843292943532,0.3040571572285428
0.08100727280973198,0.3040571572285428
0.08437645893297657,0.3040571572285428
0.09245528024388282,0.3040571572285428
-0.07899289723361513,0.3040571572285428
0.09610617384203883,0.3040571572285428
-0.08036558704511712,0.3040571572285428
0.11337803452410652,0.3040571572285428
-0.06679989487252837,0.3040571572285428
0.0979790486405859,0.3040571572285428
-0.0855839105905224,0.3040571572285428
-0.056929297518511064,0.3040571572285428
-0.05529561585815225,0.3040571572285428
-0.07257484850850468,0.3040571572285428
-0.06679989487252837,0.3040571572285428
0.10026080728444849,0.3040571572285428
0.04349800903583105,0.3040571572285428
0.09845664512311755,0.3040571572285428
0.0591205867333332,0.3040571572285428
-0.013165697241647534,0.3040571572285428
0.06551498247384174,0.3040571572285428
-0.030807843292943532,0.3040571572285428
0.06551498247384174,0.3040571572285428
-0.09913624869974919,0.3040571572285428
0.07879882798089943,0.3040571572285428
0.09508148103898303,0.3040571572285428
0.07728475198911411,0.3040571572285428
-0.06964915705111202,0.3040571572285428
0.07879882798089943,0.3040571572285428
-0.09956452118069915,0.3040571572285428
0.07650356317344095,0.3040571572285428
0.0866914591680763,0.3040571572285428
-0.07331172694513476,0.3040571572285428
-0.056254257088696115,0.3040571572285428
-0.0668905670897521,0.3040571572285428
-0.05529561585815225,0.3040571572285428
-0.06150037287023625,0.3040571572285428
0.026090603318829064,0.3040571572285428
-0.09486482440013738,0.3040571572285428
0.056929297518511064,0.3040571572285428
-0.11118813406370434,0.3040571572285428
0.09486482440013738,0.3040571572285428
0.08747951366269002,0.3040571572285428
0.08442670524041154,0.3040571572285428
0.07331172694513476,0.3040571572285428
-0.08906849825047712,0.3040571572285428
-0.09862581001192144,0.3040571572285428
-0.09350307029461577,0.3040571572285428
0.08553366428308742,0.3040571572285428
